0,0.02,0,-0.03,0.02,0,0.02,0.02,0.00625
0,0,0.02,0.06,0.02,-0.03,0,-0.03,0.005
0,0.02,0.06,-0.03,0.06,-0.03,0.02,0.02,0.015
0,0,0.02,-0.03,0,0,-0.07,0.02,-0.0075
-0.09,-0.09,-0.03,-0.11,0,-0.11,-0.09,-0.07,-0.07375
-0.11,-0.09,-0.09,-0.11,-0.07,-0.11,-0.09,-0.07,-0.0925
-0.07,-0.09,-0.09,-0.09,-0.07,-0.11,-0.07,-0.05,-0.08
-0.09,-0.09,-0.11,-0.07,-0.09,-0.11,-0.09,-0.05,-0.0875
-0.07,-0.11,-0.09,-0.09,-0.09,-0.13,-0.07,-0.09,-0.0925
-0.09,-0.09,-0.07,-0.11,-0.09,-0.11,-0.09,-0.09,-0.0925
-0.11,-0.09,-0.11,-0.11,-0.11,-0.13,-0.11,-0.09,-0.1075
-0.13,-0.11,-0.09,-0.13,-0.09,-0.13,-0.13,-0.11,-0.115
-0.17,-0.11,-0.13,-0.13,-0.11,-0.15,-0.15,-0.09,-0.13
-0.15,-0.11,-0.15,-0.13,-0.11,-0.17,-0.11,-0.13,-0.1325
-0.11,-0.11,-0.15,-0.11,-0.11,-0.17,-0.11,-0.09,-0.12
-0.11,-0.09,-0.15,-0.11,-0.09,-0.13,-0.07,-0.11,-0.1075
-0.09,-0.09,-0.13,-0.07,-0.09,-0.13,-0.09,-0.07,-0.095
-0.09,-0.07,-0.11,-0.07,-0.07,-0.09,-0.07,-0.07,-0.08
-0.07,-0.07,-0.07,-0.03,-0.07,-0.05,-0.07,-0.05,-0.06
-0.03,-0.05,-0.05,-0.03,-0.05,-0.09,0,-0.03,-0.04125
-0.07,-0.03,-0.05,-0.03,-0.05,-0.07,-0.03,-0.03,-0.045
-0.03,-0.03,-0.05,-0.03,0,-0.05,0,0,-0.02375
0,0.02,0,0,0,-0.05,0,-0.03,-0.0075
0.02,0,0,0,0.02,0,0.04,0.02,0.0125
0.06,0.06,0,0.04,0.04,0,0.08,0.04,0.04
0.06,0.08,0.06,0.1,0.08,0.06,0.1,0.1,0.08
0.1,0.08,0.08,0.1,0.1,0.1,0.14,0.1,0.1
0.18,0.16,0.1,0.14,0.14,0.12,0.18,0.14,0.145
0.25,0.25,0.16,0.23,0.21,0.18,0.23,0.16,0.20875
0.29,0.27,0.27,0.25,0.25,0.25,0.27,0.25,0.2625
0.31,0.33,0.29,0.31,0.29,0.25,0.29,0.31,0.2975
0.29,0.29,0.31,0.31,0.33,0.29,0.29,0.31,0.3025
0.27,0.29,0.31,0.25,0.33,0.29,0.29,0.33,0.295
0.23,0.25,0.29,0.21,0.29,0.27,0.23,0.31,0.26
0.14,0.21,0.23,0.14,0.23,0.23,0.18,0.25,0.20125
0.06,0.1,0.16,0.06,0.16,0.16,0.1,0.18,0.1225
0,0.06,0.08,0.02,0.06,0.1,0.06,0.14,0.065
-0.03,0,0,0,0,0.02,0.02,0.06,0.00875
-0.03,-0.03,0,-0.03,-0.03,-0.03,-0.03,0.02,-0.02
-0.07,-0.03,-0.05,-0.05,-0.03,-0.05,-0.03,-0.03,-0.0425
-0.11,-0.09,-0.07,-0.09,-0.03,-0.07,-0.09,-0.03,-0.0725
-0.15,-0.11,-0.11,-0.13,-0.05,-0.09,-0.11,-0.07,-0.1025
-0.15,-0.11,-0.11,-0.11,-0.09,-0.09,-0.13,-0.07,-0.1075
-0.13,-0.13,-0.13,-0.13,-0.09,-0.13,-0.13,-0.09,-0.12
-0.17,-0.17,-0.15,-0.15,-0.11,-0.13,-0.15,-0.13,-0.145
-0.15,-0.15,-0.19,-0.15,-0.15,-0.17,-0.15,-0.11,-0.1525
-0.15,-0.15,-0.17,-0.15,-0.13,-0.15,-0.15,-0.13,-0.1475
-0.11,-0.13,-0.17,-0.15,-0.13,-0.15,-0.13,-0.13,-0.1375
-0.09,-0.13,-0.15,-0.13,-0.11,-0.13,-0.11,-0.11,-0.12
-0.09,-0.11,-0.13,-0.11,-0.15,-0.13,-0.13,-0.09,-0.1175
-0.09,-0.09,-0.11,-0.11,-0.09,-0.09,-0.07,-0.09,-0.0925
-0.09,-0.07,-0.09,-0.09,-0.07,-0.09,-0.07,-0.07,-0.08
-0.03,-0.07,-0.07,-0.07,-0.05,-0.07,-0.07,-0.09,-0.065
-0.05,-0.07,-0.07,-0.05,-0.03,-0.05,-0.05,-0.07,-0.055
-0.03,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.03,-0.045
-0.03,-0.03,-0.05,-0.03,-0.03,-0.07,-0.03,0,-0.03375
-0.03,-0.05,-0.05,-0.05,0,-0.03,0,0.04,-0.02125
0,-0.03,-0.05,0,-0.03,-0.03,0,0.02,-0.015
0,0,0,-0.03,0,0,0.02,0.02,0.00125
0,-0.03,0,0,0.02,0,0.02,0,0.00125
-0.03,0.02,0.02,0,0.02,0,0,0.02,0.00625
0,0,0,0,0.02,0,0.02,0.04,0.01
0,0.02,0,0.02,0.02,0,0,0,0.0075
0,0.02,-0.03,0,0.04,0.04,0.02,0.04,0.01625
0,0.02,0.02,0.02,0.02,0.02,0,0.02,0.015
0.02,0,0.02,0,0.02,0.02,0,0.04,0.015
